working_hours	childrens	subcription	pincode	community	father_name	aadhar	village	salary_type	account_no	city	district	contractor	date_of_birth	pf	lwb	current_work	bank_name	lwb_doj	company	bank_account_name	volunteer	name	work_status	ration_no	house	id_no	education	locality	branch	Address	work_place	esi	ifsc_no	taluk	no_of_children	date_of_joining	post	salary	doorno	experience	payship	_id.$oid
180	[{'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}, {'age': '74', 'genger': 'female', 'name': 'amma kari', 'qualification': 'mother'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}]	yes	696969	SC	mark's appan da	123456891011	East coast road	yearly	1548855117546545	chennai	chengalpatu	mr google	1999-01-07	no	no	Street Vendor	bank of children	Not join lwb yet	null	mark zugerburg	zugerburg	Mark	contract	1234567891011	owned	420.69	Primary School	east nest	paradise beach	1 Mountain View, Sanfransico	east los santos	no	1461666w8486	los santos	3	2019-12-22	perl post	800000	13	24	yes	5decdc73246601e49b3c84a5
180	[{'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}, {'age': '74', 'genger': 'female', 'name': 'amma kari', 'qualification': 'mother'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}]	yes	696969	SC	mark's appan da	123456891011	East coast road	yearly	1548855117546545	chennai	chengalpatu	mr google	1999-01-07	no	no	Street Vendor	bank of children	Not join lwb yet	null	mark zugerburg	zugerburg	Mark	contract	1234567891011	owned	420.69	Primary School	east nest	paradise beach	1 Mountain View, Sanfransico	east los santos	no	1461666w8486	los santos	3	2019-12-22	perl post	800000	13	24	yes	5decdcba246601e49b3c84a6
180	[{'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}, {'age': '74', 'genger': 'female', 'name': 'amma kari', 'qualification': 'mother'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}]	yes	696969	SC	mark's appan da	123456891011	East coast road	yearly	1548855117546545	chennai	chengalpatu	mr google	1999-01-07	no	no	Street Vendor	bank of children	Not join lwb yet	null	mark zugerburg	zugerburg	Mark	contract	1234567891011	owned	420.69	Primary School	east nest	paradise beach	1 Mountain View, Sanfransico	east los santos	no	1461666w8486	los santos	3	2019-12-22	perl post	800000	13	24	yes	5decdcd2246601e49b3c84a7
180	[{'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}, {'age': '74', 'genger': 'female', 'name': 'amma kari', 'qualification': 'mother'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}]	yes	696969	SC	mark's appan da	123456891011	East coast road	yearly	1548855117546545	chennai	chengalpatu	mr google	1999-01-07	no	no	Street Vendor	bank of children	Not join lwb yet	null	mark zugerburg	zugerburg	Mark	contract	1234567891011	owned	420.69	Primary School	east nest	paradise beach	1 Mountain View, Sanfransico	east los santos	no	1461666w8486	los santos	3	2019-12-22	perl post	800000	13	24	yes	5decdd06246601e49b3c84a8
180	[{'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}, {'age': '74', 'genger': 'female', 'name': 'amma kari', 'qualification': 'mother'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}]	yes	696969	SC	mark's appan da	123456891011	East coast road	yearly	1548855117546545	chennai	chengalpatu	mr google	1999-01-07	no	no	Street Vendor	bank of children	Not join lwb yet	null	mark zugerburg	zugerburg	Mark	contract	1234567891011	owned	420.69	Primary School	east nest	paradise beach	1 Mountain View, Sanfransico	east los santos	no	1461666w8486	los santos	3	2019-12-22	perl post	800000	13	24	yes	5decdd25246601e49b3c84a9
180	[{'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}, {'age': '74', 'genger': 'female', 'name': 'amma kari', 'qualification': 'mother'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}]	yes	696969	SC	mark's appan da	123456891011	East coast road	yearly	1548855117546545	chennai	chengalpatu	mr google	1999-01-07	no	no	Street Vendor	bank of children	Not join lwb yet	null	mark zugerburg	zugerburg	Mark	contract	1234567891011	owned	420.69	Primary School	east nest	paradise beach	1 Mountain View, Sanfransico	east los santos	no	1461666w8486	los santos	3	2019-12-22	perl post	800000	13	24	yes	5decdd47246601e49b3c84aa
180	[{'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}, {'age': '74', 'genger': 'female', 'name': 'amma kari', 'qualification': 'mother'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}]	yes	696969	SC	mark's appan da	123456891011	East coast road	yearly	1548855117546545	chennai	chengalpatu	mr google	1999-01-07	no	no	Street Vendor	bank of children	Not join lwb yet	null	mark zugerburg	zugerburg	Mark	contract	1234567891011	owned	420.69	Primary School	east nest	paradise beach	1 Mountain View, Sanfransico	east los santos	no	1461666w8486	los santos	3	2019-12-22	perl post	800000	13	24	yes	5decdd5d246601e49b3c84ab
180	[{'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}, {'age': '74', 'genger': 'female', 'name': 'amma kari', 'qualification': 'mother'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}]	yes	696969	SC	mark's appan da	123456891011	East coast road	yearly	1548855117546545	chennai	chengalpatu	mr google	1999-01-07	no	no	Street Vendor	bank of children	Not join lwb yet	null	mark zugerburg	zugerburg	Mark	contract	1234567891011	owned	420.69	Primary School	east nest	paradise beach	1 Mountain View, Sanfransico	east los santos	no	1461666w8486	los santos	3	2019-12-22	perl post	800000	13	24	yes	5dece0e7246601e49b3c84ac
180	[{'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}, {'age': '74', 'genger': 'female', 'name': 'amma kari', 'qualification': 'mother'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}]	yes	696969	SC	mark's appan da	123456891011	East coast road	yearly	1548855117546545	chennai	chengalpatu	mr google	1999-01-07	no	no	Street Vendor	bank of children	Not join lwb yet	null	mark zugerburg	zugerburg	Mark	contract	1234567891011	owned	420.69	Primary School	east nest	paradise beach	1 Mountain View, Sanfransico	east los santos	no	1461666w8486	los santos	3	2019-12-22	perl post	800000	13	24	yes	5dece133246601e49b3c84ad
180	[{'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}, {'age': '74', 'genger': 'female', 'name': 'amma kari', 'qualification': 'mother'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '78', 'genger': 'male', 'name': 'appan karan', 'qualification': 'Not attended'}]	yes	696969	SC	mark's appan da	123456891011	East coast road	yearly	1548855117546545	chennai	chengalpatu	mr google	1999-01-07	no	no	Street Vendor	bank of children	Not join lwb yet	null	mark zugerburg	zugerburg	Mark	contract	1234567891011	owned	420.69	Primary School	east nest	paradise beach	1 Mountain View, Sanfransico	east los santos	no	1461666w8486	los santos	3	2019-12-22	perl post	800000	13	24	yes	5dece14c246601e49b3c84ae
12	[{'age': '12', 'genger': 'transgender', 'name': 'sad', 'qualification': 'HSC'}, {'age': '12', 'genger': 'transgender', 'name': 'sad', 'qualification': 'HSC'}]	No	549445	OC	mark's appan da	123456891805	LJDAVHUODAVH	daily	55	Xcity	chengalpatuX	null	2018-01-07	no	no	Domestic worker	djtdjyfyjfjhf	Not join lwb yet	Google	tjdtfkufkytuktku	null void	Mark	permanent	111548458848	rented	16595	HSC	east nest	FFYIGUKLFKYF	south park	jgjgfiygkgky	no	1461666w8486	los santos	1	2019-12-08	;J;JHULHK	80000	12	24	no	5dece305246601e49b3c84af
12	[{'age': '12', 'genger': 'transgender', 'name': 'sad', 'qualification': 'HSC'}, {'age': '12', 'genger': 'transgender', 'name': 'sad', 'qualification': 'HSC'}]	No	549445	OC	mark's appan da	123456891805	LJDAVHUODAVH	daily	55	Xcity	chengalpatuX	null	2018-01-07	no	no	Domestic worker	djtdjyfyjfjhf	Not join lwb yet	Google	tjdtfkufkytuktku	null void	Mark	permanent	111548458848	rented	16595	HSC	east nest	FFYIGUKLFKYF	south park	jgjgfiygkgky	no	1461666w8486	los santos	1	2019-12-08	;J;JHULHK	80000	12	24	no	5dece344246601e49b3c84b0
12	[{'age': '12', 'genger': 'transgender', 'name': 'sad', 'qualification': 'HSC'}, {'age': '12', 'genger': 'transgender', 'name': 'sad', 'qualification': 'HSC'}]	No	549445	OC	mark's appan da	123456891805	LJDAVHUODAVH	daily	55	Xcity	chengalpatuX	null	2018-01-07	no	no	Domestic worker	djtdjyfyjfjhf	Not join lwb yet	Google	tjdtfkufkytuktku	null void	Mark	permanent	111548458848	rented	16595	HSC	east nest	FFYIGUKLFKYF	south park	jgjgfiygkgky	no	1461666w8486	los santos	1	2019-12-08	;J;JHULHK	80000	12	24	no	5dece67b246601e49b3c84b1
12	[{'age': '12', 'genger': 'transgender', 'name': 'sad', 'qualification': 'HSC'}, {'age': '12', 'genger': 'transgender', 'name': 'sad', 'qualification': 'HSC'}]	No	549445	OC	mark's appan da	123456891805	LJDAVHUODAVH	daily	55	Xcity	chengalpatuX	null	2018-01-07	no	no	Domestic worker	djtdjyfyjfjhf	Not join lwb yet	Google	tjdtfkufkytuktku	null void	Mark	permanent	111548458848	rented	16595	HSC	east nest	FFYIGUKLFKYF	south park	jgjgfiygkgky	no	1461666w8486	los santos	1	2019-12-08	;J;JHULHK	80000	12	24	no	5dece75063e280c59ee71cc2
12	[{'age': '12', 'genger': 'transgender', 'name': 'sad', 'qualification': 'HSC'}, {'age': '12', 'genger': 'transgender', 'name': 'sad', 'qualification': 'HSC'}]	No	549445	OC	mark's appan da	123456891805	LJDAVHUODAVH	daily	55	Xcity	chengalpatuX	null	2018-01-07	no	no	Domestic worker	djtdjyfyjfjhf	Not join lwb yet	Google	tjdtfkufkytuktku	null void	Mark	permanent	111548458848	rented	16595	HSC	east nest	FFYIGUKLFKYF	south park	jgjgfiygkgky	no	1461666w8486	los santos	1	2019-12-08	;J;JHULHK	80000	12	24	no	5dece7c4fae7c1d47781262d
12	[{'age': '12', 'genger': 'transgender', 'name': 'sad', 'qualification': 'HSC'}, {'age': '12', 'genger': 'transgender', 'name': 'sad', 'qualification': 'HSC'}]	No	549445	OC	mark's appan da	123456891805	LJDAVHUODAVH	daily	55	Xcity	chengalpatuX	null	2018-01-07	no	no	Domestic worker	djtdjyfyjfjhf	Not join lwb yet	Google	tjdtfkufkytuktku	null void	Mark	permanent	111548458848	rented	16595	HSC	east nest	FFYIGUKLFKYF	south park	jgjgfiygkgky	no	1461666w8486	los santos	1	2019-12-08	;J;JHULHK	80000	12	24	no	5dece874c240d2be853fb5d3
2	[{'age': '2', 'genger': 'female', 'name': 'magghe', 'qualification': 'Not attended'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '2', 'genger': 'female', 'name': 'magghe', 'qualification': 'Not attended'}]	No	600059	ST	mark's appan da	123456891805	East coast road	monthly	-1	chennai	LNLIHFHJLVL	null	2018-11-07	no	no		bank of children	Not join lwb yet	eq	tjdtfkufkytuktku	John Wick	qs	permanent	14635645545555458	rented	16595	Not Attended	vgjsckyvskh	FFYIGUKLFKYF	erqe		no		LJBVKJHILFSH	2	2017-12-09	perl post	55	13	5	yes	5dece9559454e567c960a465
2	[{'age': '2', 'genger': 'female', 'name': 'magghe', 'qualification': 'Not attended'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '2', 'genger': 'female', 'name': 'magghe', 'qualification': 'Not attended'}]	No	600059	ST	mark's appan da	123456891805	East coast road	monthly	-1	chennai	LNLIHFHJLVL	null	2018-11-07	no	no		bank of children	Not join lwb yet	eq	tjdtfkufkytuktku	John Wick	qs	permanent	14635645545555458	rented	16595	Not Attended	vgjsckyvskh	FFYIGUKLFKYF	erqe		no		LJBVKJHILFSH	2	2017-12-09	perl post	55	13	5	yes	5decea3f9454e567c960a466
2	[{'age': '2', 'genger': 'female', 'name': 'magghe', 'qualification': 'Not attended'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '2', 'genger': 'female', 'name': 'magghe', 'qualification': 'Not attended'}]	No	600059	ST	mark's appan da	123456891805	East coast road	monthly	-1	chennai	LNLIHFHJLVL	null	2018-11-07	no	no		bank of children	Not join lwb yet	eq	tjdtfkufkytuktku	John Wick	qs	permanent	14635645545555458	rented	16595	Not Attended	vgjsckyvskh	FFYIGUKLFKYF	erqe		no		LJBVKJHILFSH	2	2017-12-09	perl post	55	13	5	yes	5decea539454e567c960a467
2	[{'age': '2', 'genger': 'female', 'name': 'magghe', 'qualification': 'Not attended'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '2', 'genger': 'female', 'name': 'magghe', 'qualification': 'Not attended'}]	No	600059	ST	mark's appan da	123456891805	East coast road	monthly	-1	chennai	LNLIHFHJLVL	null	2018-11-07	no	no		bank of children	Not join lwb yet	eq	tjdtfkufkytuktku	John Wick	qs	permanent	14635645545555458	rented	16595	Not Attended	vgjsckyvskh	FFYIGUKLFKYF	erqe		no		LJBVKJHILFSH	2	2017-12-09	perl post	55	13	5	yes	5deceb4a9454e567c960a468
2	[{'age': '2', 'genger': 'female', 'name': 'magghe', 'qualification': 'Not attended'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '2', 'genger': 'female', 'name': 'magghe', 'qualification': 'Not attended'}]	No	600059	ST	mark's appan da	123456891805	East coast road	monthly	-1	chennai	LNLIHFHJLVL	null	2018-11-07	no	no		bank of children	Not join lwb yet	eq	tjdtfkufkytuktku	John Wick	qs	permanent	14635645545555458	rented	16595	Not Attended	vgjsckyvskh	FFYIGUKLFKYF	erqe		no		LJBVKJHILFSH	2	2017-12-09	perl post	55	13	5	yes	5deceb969454e567c960a469
2	[{'age': '2', 'genger': 'female', 'name': 'magghe', 'qualification': 'Not attended'}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '2', 'genger': 'female', 'name': 'magghe', 'qualification': 'Not attended'}]	No	600059	ST	mark's appan da	123456891805	East coast road	monthly	-1	chennai	LNLIHFHJLVL	null	2018-11-07	no	no		bank of children	Not join lwb yet	eq	tjdtfkufkytuktku	John Wick	qs	permanent	14635645545555458	rented	16595	Not Attended	vgjsckyvskh	FFYIGUKLFKYF	erqe		no		LJBVKJHILFSH	2	2017-12-09	perl post	55	13	5	yes	5decebff9454e567c960a46a
	[{'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}]	No		SC				daily				null		yes	yes				company name				permanent	null	owned					south park		yes			1						yes	5ded1ae48e67c58550b6e44b
	[{'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}]	No		SC				daily				null		yes	yes				company name				permanent	null	owned					south park		yes			1						yes	5ded1b3a8e67c58550b6e44c
	[{'age': '', 'genger': 'male', 'name': '', 'qualification': ''}, {'age': '', 'genger': 'male', 'name': '', 'qualification': ''}]	No		SC				daily				null		yes	yes				company name				permanent	null	owned					south park		yes			1						yes	5ded1b468e67c58550b6e44d
4	[{'relation_type': 'mother', 'age': '69', 'genger': 'female', 'name': 'Mathar', 'qualification': 'Diploma'}, {'relation_type': 'sister', 'age': '40', 'genger': 'female', 'name': 'sista', 'qualification': 'UG'}, {'relation_type': 'father', 'age': '69', 'genger': 'male', 'name': 'Fathar', 'qualification': 'PG'}]	yes	420690	ST	Joesh Stallin	123456891066	ironman village	daily	64544845648457465785	Fuck You	biatches 	A R murugadoss	2009-08-09	no	no	Hoe	asshole bank	Not join lwb yet	null	Fuckin account name asshole	A R murgadoss	Jospeh Vijay	contract	null	owned	6969696969	HSC	Smokin Cockn colony	poda gomala	GTFO normie	Kookle	no	54646477	Fcukn taluk bitches	3	2015-12-15	End Game Office	40000	420	10	no	5dee7f84d4e99846dc456b54
